result_grades_id;result_grades_school_id;result_grades_school_year_id;result_grades_semester;result_grades_group_id;result_grades_student_id;result_grades_value_type;result_grades_source_id;result_grades_source_title;result_grades_teacher_id;result_grades_subject_id;result_grades_original_value;result_grades_adjust_value;result_grades_created_at;result_grades_updated_at
2516032;1;3;1;3;43;1;44;Latihan 4 mtk;9;2;64;64;2025-09-01 21:06:14;2025-09-01 21:06:14
2516033;1;3;1;3;44;1;44;Latihan 4 mtk;9;2;44;44;2025-09-01 21:06:14;2025-09-01 21:06:14
2516034;1;3;1;3;45;1;44;Latihan 4 mtk;9;2;98;98;2025-09-01 21:06:14;2025-09-01 21:06:14
2516035;1;3;1;3;46;1;44;Latihan 4 mtk;9;2;98;98;2025-09-01 21:06:14;2025-09-01 21:06:14
2516036;1;3;1;3;47;1;44;Latihan 4 mtk;9;2;48;48;2025-09-01 21:06:14;2025-09-01 21:06:14
2516037;1;3;1;3;48;1;44;Latihan 4 mtk;9;2;73;73;2025-09-01 21:06:14;2025-09-01 21:06:14
2516038;1;3;1;3;49;1;44;Latihan 4 mtk;9;2;80;80;2025-09-01 21:06:14;2025-09-01 21:06:14
2516039;1;3;1;3;50;1;44;Latihan 4 mtk;9;2;77;77;2025-09-01 21:06:14;2025-09-01 21:06:14
2516040;1;3;1;3;51;1;44;Latihan 4 mtk;9;2;56;56;2025-09-01 21:06:14;2025-09-01 21:06:14
2516041;1;3;1;3;52;1;44;Latihan 4 mtk;9;2;97;97;2025-09-01 21:06:14;2025-09-01 21:06:14
2516042;1;3;1;3;53;1;44;Latihan 4 mtk;9;2;45;45;2025-09-01 21:06:14;2025-09-01 21:06:14
2516043;1;3;1;3;54;1;44;Latihan 4 mtk;9;2;48;48;2025-09-01 21:06:15;2025-09-01 21:06:15
2516044;1;3;1;3;55;1;44;Latihan 4 mtk;9;2;56;56;2025-09-01 21:06:15;2025-09-01 21:06:15
2516045;1;3;1;3;56;1;44;Latihan 4 mtk;9;2;68;68;2025-09-01 21:06:15;2025-09-01 21:06:15
2516046;1;3;1;3;57;1;44;Latihan 4 mtk;9;2;67;67;2025-09-01 21:06:15;2025-09-01 21:06:15
2516047;1;3;1;3;58;1;44;Latihan 4 mtk;9;2;63;63;2025-09-01 21:06:15;2025-09-01 21:06:15
2516048;1;3;1;3;59;1;44;Latihan 4 mtk;9;2;84;84;2025-09-01 21:06:15;2025-09-01 21:06:15
2516049;1;3;1;3;60;1;44;Latihan 4 mtk;9;2;91;91;2025-09-01 21:06:15;2025-09-01 21:06:15
2516050;1;3;1;3;41;1;45;Latihan 5 mtk;9;2;97;97;2025-09-01 21:06:15;2025-09-01 21:06:15
2516051;1;3;1;3;42;1;45;Latihan 5 mtk;9;2;41;41;2025-09-01 21:06:15;2025-09-01 21:06:15
2516052;1;3;1;3;43;1;45;Latihan 5 mtk;9;2;81;81;2025-09-01 21:06:15;2025-09-01 21:06:15
2516053;1;3;1;3;44;1;45;Latihan 5 mtk;9;2;92;92;2025-09-01 21:06:15;2025-09-01 21:06:15
2516054;1;3;1;3;45;1;45;Latihan 5 mtk;9;2;66;66;2025-09-01 21:06:15;2025-09-01 21:06:15
2516055;1;3;1;3;46;1;45;Latihan 5 mtk;9;2;85;85;2025-09-01 21:06:15;2025-09-01 21:06:15
2516056;1;3;1;3;47;1;45;Latihan 5 mtk;9;2;98;98;2025-09-01 21:06:15;2025-09-01 21:06:15
2516057;1;3;1;3;48;1;45;Latihan 5 mtk;9;2;85;85;2025-09-01 21:06:15;2025-09-01 21:06:15
2516058;1;3;1;3;49;1;45;Latihan 5 mtk;9;2;69;69;2025-09-01 21:06:15;2025-09-01 21:06:15
2516059;1;3;1;3;50;1;45;Latihan 5 mtk;9;2;56;56;2025-09-01 21:06:15;2025-09-01 21:06:15
2516060;1;3;1;3;51;1;45;Latihan 5 mtk;9;2;64;64;2025-09-01 21:06:15;2025-09-01 21:06:15
2516061;1;3;1;3;52;1;45;Latihan 5 mtk;9;2;94;94;2025-09-01 21:06:15;2025-09-01 21:06:15
2516062;1;3;1;3;53;1;45;Latihan 5 mtk;9;2;43;43;2025-09-01 21:06:15;2025-09-01 21:06:15
2516063;1;3;1;3;54;1;45;Latihan 5 mtk;9;2;41;41;2025-09-01 21:06:15;2025-09-01 21:06:15
2516064;1;3;1;3;55;1;45;Latihan 5 mtk;9;2;73;73;2025-09-01 21:06:15;2025-09-01 21:06:15
2516065;1;3;1;3;56;1;45;Latihan 5 mtk;9;2;65;65;2025-09-01 21:06:15;2025-09-01 21:06:15
2516066;1;3;1;3;57;1;45;Latihan 5 mtk;9;2;59;59;2025-09-01 21:06:15;2025-09-01 21:06:15
2516067;1;3;1;3;58;1;45;Latihan 5 mtk;9;2;64;64;2025-09-01 21:06:15;2025-09-01 21:06:15
2516068;1;3;1;3;59;1;45;Latihan 5 mtk;9;2;89;89;2025-09-01 21:06:15;2025-09-01 21:06:15
2516069;1;3;1;3;60;1;45;Latihan 5 mtk;9;2;76;76;2025-09-01 21:06:15;2025-09-01 21:06:15
2516070;1;3;1;3;41;1;46;Latihan 6 mtk;9;2;40;40;2025-09-01 21:06:15;2025-09-01 21:06:15
2516071;1;3;1;3;42;1;46;Latihan 6 mtk;9;2;89;89;2025-09-01 21:06:15;2025-09-01 21:06:15
2516072;1;3;1;3;43;1;46;Latihan 6 mtk;9;2;85;85;2025-09-01 21:06:15;2025-09-01 21:06:15
2516073;1;3;1;3;44;1;46;Latihan 6 mtk;9;2;92;92;2025-09-01 21:06:15;2025-09-01 21:06:15
2516074;1;3;1;3;45;1;46;Latihan 6 mtk;9;2;42;42;2025-09-01 21:06:15;2025-09-01 21:06:15
2516075;1;3;1;3;46;1;46;Latihan 6 mtk;9;2;91;91;2025-09-01 21:06:15;2025-09-01 21:06:15
2516076;1;3;1;3;47;1;46;Latihan 6 mtk;9;2;50;50;2025-09-01 21:06:15;2025-09-01 21:06:15
2516077;1;3;1;3;48;1;46;Latihan 6 mtk;9;2;91;91;2025-09-01 21:06:15;2025-09-01 21:06:15
2516078;1;3;1;3;49;1;46;Latihan 6 mtk;9;2;85;85;2025-09-01 21:06:15;2025-09-01 21:06:15
2516079;1;3;1;3;50;1;46;Latihan 6 mtk;9;2;99;99;2025-09-01 21:06:15;2025-09-01 21:06:15
2516080;1;3;1;3;51;1;46;Latihan 6 mtk;9;2;45;45;2025-09-01 21:06:15;2025-09-01 21:06:15
2516081;1;3;1;3;52;1;46;Latihan 6 mtk;9;2;76;76;2025-09-01 21:06:15;2025-09-01 21:06:15
2516082;1;3;1;3;53;1;46;Latihan 6 mtk;9;2;94;94;2025-09-01 21:06:15;2025-09-01 21:06:15
2516083;1;3;1;3;54;1;46;Latihan 6 mtk;9;2;57;57;2025-09-01 21:06:15;2025-09-01 21:06:15
2516084;1;3;1;3;55;1;46;Latihan 6 mtk;9;2;88;88;2025-09-01 21:06:15;2025-09-01 21:06:15
2516085;1;3;1;3;56;1;46;Latihan 6 mtk;9;2;67;67;2025-09-01 21:06:15;2025-09-01 21:06:15
2516086;1;3;1;3;57;1;46;Latihan 6 mtk;9;2;57;57;2025-09-01 21:06:15;2025-09-01 21:06:15
2516087;1;3;1;3;58;1;46;Latihan 6 mtk;9;2;95;95;2025-09-01 21:06:15;2025-09-01 21:06:15
2516088;1;3;1;3;59;1;46;Latihan 6 mtk;9;2;44;44;2025-09-01 21:06:15;2025-09-01 21:06:15
2516089;1;3;1;3;60;1;46;Latihan 6 mtk;9;2;61;61;2025-09-01 21:06:15;2025-09-01 21:06:15
2516090;1;3;1;3;41;2;41;UTS mtk;9;2;55;55;2025-09-01 21:03:09;2025-09-01 21:03:09
2516091;1;3;1;3;42;2;41;UTS mtk;9;2;73;73;2025-09-01 21:03:08;2025-09-01 21:03:08
2516092;1;3;1;3;43;2;41;UTS mtk;9;2;99;99;2025-09-01 21:03:08;2025-09-01 21:03:08
2516093;1;3;1;3;44;2;41;UTS mtk;9;2;52;52;2025-09-01 21:03:09;2025-09-01 21:03:09
2516094;1;3;1;3;45;2;41;UTS mtk;9;2;95;95;2025-09-01 21:03:09;2025-09-01 21:03:09
2516095;1;3;1;3;46;2;41;UTS mtk;9;2;46;46;2025-09-01 21:03:09;2025-09-01 21:03:09
2516096;1;3;1;3;47;2;41;UTS mtk;9;2;41;41;2025-09-01 21:03:09;2025-09-01 21:03:09
2516097;1;3;1;3;48;2;41;UTS mtk;9;2;45;45;2025-09-01 21:03:09;2025-09-01 21:03:09
2516098;1;3;1;3;49;2;41;UTS mtk;9;2;75;75;2025-09-01 21:03:09;2025-09-01 21:03:09
2516099;1;3;1;3;50;2;41;UTS mtk;9;2;72;72;2025-09-01 21:03:09;2025-09-01 21:03:09
2516100;1;3;1;3;51;2;41;UTS mtk;9;2;40;40;2025-09-01 21:03:09;2025-09-01 21:03:09
2516101;1;3;1;3;52;2;41;UTS mtk;9;2;73;73;2025-09-01 21:03:09;2025-09-01 21:03:09
2516102;1;3;1;3;53;2;41;UTS mtk;9;2;53;53;2025-09-01 21:03:09;2025-09-01 21:03:09
2516103;1;3;1;3;54;2;41;UTS mtk;9;2;69;69;2025-09-01 21:03:09;2025-09-01 21:03:09
2516104;1;3;1;3;55;2;41;UTS mtk;9;2;50;50;2025-09-01 21:03:09;2025-09-01 21:03:09
2516105;1;3;1;3;56;2;41;UTS mtk;9;2;40;40;2025-09-01 21:03:09;2025-09-01 21:03:09
2516106;1;3;1;3;57;2;41;UTS mtk;9;2;75;75;2025-09-01 21:03:09;2025-09-01 21:03:09
2516107;1;3;1;3;58;2;41;UTS mtk;9;2;41;41;2025-09-01 21:03:09;2025-09-01 21:03:09
2516108;1;3;1;3;59;2;41;UTS mtk;9;2;66;66;2025-09-01 21:03:09;2025-09-01 21:03:09
2516109;1;3;1;3;60;2;41;UTS mtk;9;2;71;71;2025-09-01 21:03:09;2025-09-01 21:03:09
2516110;1;3;1;3;41;2;42;UAS mtk;9;2;91;91;2025-09-01 21:03:09;2025-09-01 21:03:09
2516111;1;3;1;3;42;2;42;UAS mtk;9;2;79;79;2025-09-01 21:03:09;2025-09-01 21:03:09
2516112;1;3;1;3;43;2;42;UAS mtk;9;2;54;54;2025-09-01 21:03:09;2025-09-01 21:03:09
2516113;1;3;1;3;44;2;42;UAS mtk;9;2;59;59;2025-09-01 21:03:09;2025-09-01 21:03:09
2516114;1;3;1;3;45;2;42;UAS mtk;9;2;59;59;2025-09-01 21:03:09;2025-09-01 21:03:09
2516115;1;3;1;3;46;2;42;UAS mtk;9;2;64;64;2025-09-01 21:03:09;2025-09-01 21:03:09
2516116;1;3;1;3;47;2;42;UAS mtk;9;2;64;64;2025-09-01 21:03:09;2025-09-01 21:03:09
2516117;1;3;1;3;48;2;42;UAS mtk;9;2;77;77;2025-09-01 21:03:09;2025-09-01 21:03:09
2516118;1;3;1;3;49;2;42;UAS mtk;9;2;67;67;2025-09-01 21:03:09;2025-09-01 21:03:09
2516119;1;3;1;3;50;2;42;UAS mtk;9;2;88;88;2025-09-01 21:03:09;2025-09-01 21:03:09
2516120;1;3;1;3;51;2;42;UAS mtk;9;2;60;60;2025-09-01 21:03:09;2025-09-01 21:03:09
2516121;1;3;1;3;52;2;42;UAS mtk;9;2;47;47;2025-09-01 21:03:09;2025-09-01 21:03:09
2516122;1;3;1;3;53;2;42;UAS mtk;9;2;58;58;2025-09-01 21:03:09;2025-09-01 21:03:09
2516123;1;3;1;3;54;2;42;UAS mtk;9;2;74;74;2025-09-01 21:03:09;2025-09-01 21:03:09
2516124;1;3;1;3;55;2;42;UAS mtk;9;2;68;68;2025-09-01 21:03:09;2025-09-01 21:03:09
2516125;1;3;1;3;56;2;42;UAS mtk;9;2;57;57;2025-09-01 21:03:09;2025-09-01 21:03:09
2516126;1;3;1;3;57;2;42;UAS mtk;9;2;85;85;2025-09-01 21:03:09;2025-09-01 21:03:09
2516127;1;3;1;3;58;2;42;UAS mtk;9;2;40;40;2025-09-01 21:03:09;2025-09-01 21:03:09
2516128;1;3;1;3;59;2;42;UAS mtk;9;2;73;73;2025-09-01 21:03:09;2025-09-01 21:03:09
2516129;1;3;1;3;60;2;42;UAS mtk;9;2;90;90;2025-09-01 21:03:09;2025-09-01 21:03:09
2516130;1;3;1;3;41;1;47;Latihan 1 seni;28;3;85;85;2025-09-01 21:03:09;2025-09-01 21:03:09
2516131;1;3;1;3;42;1;47;Latihan 1 seni;28;3;78;78;2025-09-01 21:03:08;2025-09-01 21:03:08
2516132;1;3;1;3;43;1;47;Latihan 1 seni;28;3;49;49;2025-09-01 21:03:08;2025-09-01 21:03:08
2516133;1;3;1;3;44;1;47;Latihan 1 seni;28;3;91;91;2025-09-01 21:03:09;2025-09-01 21:03:09
2516134;1;3;1;3;45;1;47;Latihan 1 seni;28;3;41;41;2025-09-01 21:03:09;2025-09-01 21:03:09
2516135;1;3;1;3;46;1;47;Latihan 1 seni;28;3;43;43;2025-09-01 21:03:09;2025-09-01 21:03:09
2516136;1;3;1;3;47;1;47;Latihan 1 seni;28;3;70;70;2025-09-01 21:03:09;2025-09-01 21:03:09
2516137;1;3;1;3;48;1;47;Latihan 1 seni;28;3;99;99;2025-09-01 21:03:09;2025-09-01 21:03:09
2516138;1;3;1;3;49;1;47;Latihan 1 seni;28;3;57;57;2025-09-01 21:03:09;2025-09-01 21:03:09
2516139;1;3;1;3;50;1;47;Latihan 1 seni;28;3;60;60;2025-09-01 21:03:09;2025-09-01 21:03:09
2516140;1;3;1;3;51;1;47;Latihan 1 seni;28;3;56;56;2025-09-01 21:03:09;2025-09-01 21:03:09
2516141;1;3;1;3;52;1;47;Latihan 1 seni;28;3;86;86;2025-09-01 21:03:09;2025-09-01 21:03:09
2516142;1;3;1;3;53;1;47;Latihan 1 seni;28;3;57;57;2025-09-01 21:03:09;2025-09-01 21:03:09
2516143;1;3;1;3;54;1;47;Latihan 1 seni;28;3;95;95;2025-09-01 21:03:09;2025-09-01 21:03:09
2516144;1;3;1;3;55;1;47;Latihan 1 seni;28;3;58;58;2025-09-01 21:03:09;2025-09-01 21:03:09
2516145;1;3;1;3;56;1;47;Latihan 1 seni;28;3;62;62;2025-09-01 21:03:09;2025-09-01 21:03:09
2516146;1;3;1;3;57;1;47;Latihan 1 seni;28;3;77;77;2025-09-01 21:03:09;2025-09-01 21:03:09
2516147;1;3;1;3;58;1;47;Latihan 1 seni;28;3;99;99;2025-09-01 21:03:09;2025-09-01 21:03:09
2516148;1;3;1;3;59;1;47;Latihan 1 seni;28;3;98;98;2025-09-01 21:03:09;2025-09-01 21:03:09
2516149;1;3;1;3;60;1;47;Latihan 1 seni;28;3;72;72;2025-09-01 21:03:09;2025-09-01 21:03:09
2516150;1;3;1;3;41;1;48;Latihan 2 seni;28;3;63;63;2025-09-01 21:03:09;2025-09-01 21:03:09
2516151;1;3;1;3;42;1;48;Latihan 2 seni;28;3;82;82;2025-09-01 21:03:09;2025-09-01 21:03:09
2516152;1;3;1;3;43;1;48;Latihan 2 seni;28;3;79;79;2025-09-01 21:03:09;2025-09-01 21:03:09
2516153;1;3;1;3;44;1;48;Latihan 2 seni;28;3;83;83;2025-09-01 21:03:09;2025-09-01 21:03:09
2516154;1;3;1;3;45;1;48;Latihan 2 seni;28;3;49;49;2025-09-01 21:03:09;2025-09-01 21:03:09
2516155;1;3;1;3;46;1;48;Latihan 2 seni;28;3;86;86;2025-09-01 21:03:09;2025-09-01 21:03:09
2516156;1;3;1;3;47;1;48;Latihan 2 seni;28;3;45;45;2025-09-01 21:03:09;2025-09-01 21:03:09
2516157;1;3;1;3;48;1;48;Latihan 2 seni;28;3;67;67;2025-09-01 21:03:09;2025-09-01 21:03:09
2516158;1;3;1;3;49;1;48;Latihan 2 seni;28;3;52;52;2025-09-01 21:03:09;2025-09-01 21:03:09
2516159;1;3;1;3;50;1;48;Latihan 2 seni;28;3;72;72;2025-09-01 21:03:09;2025-09-01 21:03:09
2516160;1;3;1;3;51;1;48;Latihan 2 seni;28;3;84;84;2025-09-01 21:03:09;2025-09-01 21:03:09
2516161;1;3;1;3;52;1;48;Latihan 2 seni;28;3;50;50;2025-09-01 21:03:09;2025-09-01 21:03:09
2516162;1;3;1;3;53;1;48;Latihan 2 seni;28;3;90;90;2025-09-01 21:03:09;2025-09-01 21:03:09
2516163;1;3;1;3;54;1;48;Latihan 2 seni;28;3;100;100;2025-09-01 21:03:09;2025-09-01 21:03:09
2516164;1;3;1;3;55;1;48;Latihan 2 seni;28;3;49;49;2025-09-01 21:03:09;2025-09-01 21:03:09
2516165;1;3;1;3;56;1;48;Latihan 2 seni;28;3;50;50;2025-09-01 21:03:09;2025-09-01 21:03:09
2516166;1;3;1;3;57;1;48;Latihan 2 seni;28;3;50;50;2025-09-01 21:03:09;2025-09-01 21:03:09
2516167;1;3;1;3;58;1;48;Latihan 2 seni;28;3;61;61;2025-09-01 21:03:09;2025-09-01 21:03:09
2516168;1;3;1;3;59;1;48;Latihan 2 seni;28;3;96;96;2025-09-01 21:03:09;2025-09-01 21:03:09
2516169;1;3;1;3;60;1;48;Latihan 2 seni;28;3;96;96;2025-09-01 21:03:09;2025-09-01 21:03:09
2516170;1;3;1;3;41;1;49;Latihan 3 seni;28;3;90;90;2025-09-01 21:06:14;2025-09-01 21:06:14
2516171;1;3;1;3;42;1;49;Latihan 3 seni;28;3;69;69;2025-09-01 21:06:14;2025-09-01 21:06:14
2516172;1;3;1;3;43;1;49;Latihan 3 seni;28;3;99;99;2025-09-01 21:06:14;2025-09-01 21:06:14
2516173;1;3;1;3;44;1;49;Latihan 3 seni;28;3;46;46;2025-09-01 21:06:14;2025-09-01 21:06:14
2516174;1;3;1;3;45;1;49;Latihan 3 seni;28;3;100;100;2025-09-01 21:06:14;2025-09-01 21:06:14
2516175;1;3;1;3;46;1;49;Latihan 3 seni;28;3;86;86;2025-09-01 21:06:14;2025-09-01 21:06:14
2516176;1;3;1;3;47;1;49;Latihan 3 seni;28;3;87;87;2025-09-01 21:06:14;2025-09-01 21:06:14
2516177;1;3;1;3;48;1;49;Latihan 3 seni;28;3;72;72;2025-09-01 21:06:14;2025-09-01 21:06:14
2516178;1;3;1;3;49;1;49;Latihan 3 seni;28;3;72;72;2025-09-01 21:06:14;2025-09-01 21:06:14
2516179;1;3;1;3;50;1;49;Latihan 3 seni;28;3;40;40;2025-09-01 21:06:14;2025-09-01 21:06:14
2516180;1;3;1;3;51;1;49;Latihan 3 seni;28;3;73;73;2025-09-01 21:06:14;2025-09-01 21:06:14
2516181;1;3;1;3;52;1;49;Latihan 3 seni;28;3;83;83;2025-09-01 21:06:14;2025-09-01 21:06:14
2516182;1;3;1;3;53;1;49;Latihan 3 seni;28;3;85;85;2025-09-01 21:06:14;2025-09-01 21:06:14
2516183;1;3;1;3;54;1;49;Latihan 3 seni;28;3;58;58;2025-09-01 21:06:14;2025-09-01 21:06:14
2516184;1;3;1;3;55;1;49;Latihan 3 seni;28;3;79;79;2025-09-01 21:06:14;2025-09-01 21:06:14
2516185;1;3;1;3;56;1;49;Latihan 3 seni;28;3;91;91;2025-09-01 21:06:14;2025-09-01 21:06:14
2516186;1;3;1;3;57;1;49;Latihan 3 seni;28;3;45;45;2025-09-01 21:06:14;2025-09-01 21:06:14
2516187;1;3;1;3;58;1;49;Latihan 3 seni;28;3;70;70;2025-09-01 21:06:14;2025-09-01 21:06:14
2516188;1;3;1;3;59;1;49;Latihan 3 seni;28;3;73;73;2025-09-01 21:06:14;2025-09-01 21:06:14
2516189;1;3;1;3;60;1;49;Latihan 3 seni;28;3;69;69;2025-09-01 21:06:14;2025-09-01 21:06:14
2516190;1;3;1;3;41;1;50;Latihan 4 seni;28;3;40;40;2025-09-01 21:06:14;2025-09-01 21:06:14
2516191;1;3;1;3;42;1;50;Latihan 4 seni;28;3;100;100;2025-09-01 21:06:14;2025-09-01 21:06:14
2516192;1;3;1;3;43;1;50;Latihan 4 seni;28;3;66;66;2025-09-01 21:06:14;2025-09-01 21:06:14
2516193;1;3;1;3;44;1;50;Latihan 4 seni;28;3;75;75;2025-09-01 21:06:14;2025-09-01 21:06:14
2516194;1;3;1;3;45;1;50;Latihan 4 seni;28;3;74;74;2025-09-01 21:06:14;2025-09-01 21:06:14
2516195;1;3;1;3;46;1;50;Latihan 4 seni;28;3;88;88;2025-09-01 21:06:14;2025-09-01 21:06:14
2516196;1;3;1;3;47;1;50;Latihan 4 seni;28;3;69;69;2025-09-01 21:06:14;2025-09-01 21:06:14
2516197;1;3;1;3;48;1;50;Latihan 4 seni;28;3;89;89;2025-09-01 21:06:14;2025-09-01 21:06:14
2516198;1;3;1;3;49;1;50;Latihan 4 seni;28;3;80;80;2025-09-01 21:06:14;2025-09-01 21:06:14
2516199;1;3;1;3;50;1;50;Latihan 4 seni;28;3;53;53;2025-09-01 21:06:14;2025-09-01 21:06:14
2516200;1;3;1;3;51;1;50;Latihan 4 seni;28;3;73;73;2025-09-01 21:06:14;2025-09-01 21:06:14
2516201;1;3;1;3;52;1;50;Latihan 4 seni;28;3;43;43;2025-09-01 21:06:14;2025-09-01 21:06:14
2516202;1;3;1;3;53;1;50;Latihan 4 seni;28;3;94;94;2025-09-01 21:06:14;2025-09-01 21:06:14
2516203;1;3;1;3;54;1;50;Latihan 4 seni;28;3;49;49;2025-09-01 21:06:15;2025-09-01 21:06:15
2516204;1;3;1;3;55;1;50;Latihan 4 seni;28;3;81;81;2025-09-01 21:06:15;2025-09-01 21:06:15
2516205;1;3;1;3;56;1;50;Latihan 4 seni;28;3;60;60;2025-09-01 21:06:15;2025-09-01 21:06:15
2516206;1;3;1;3;57;1;50;Latihan 4 seni;28;3;67;67;2025-09-01 21:06:15;2025-09-01 21:06:15
2516207;1;3;1;3;58;1;50;Latihan 4 seni;28;3;45;45;2025-09-01 21:06:15;2025-09-01 21:06:15
2516208;1;3;1;3;59;1;50;Latihan 4 seni;28;3;63;63;2025-09-01 21:06:15;2025-09-01 21:06:15
2516209;1;3;1;3;60;1;50;Latihan 4 seni;28;3;87;87;2025-09-01 21:06:15;2025-09-01 21:06:15
2516210;1;3;1;3;41;1;51;Latihan 5 seni;28;3;98;98;2025-09-01 21:06:15;2025-09-01 21:06:15
2516211;1;3;1;3;42;1;51;Latihan 5 seni;28;3;86;86;2025-09-01 21:06:15;2025-09-01 21:06:15
2516212;1;3;1;3;43;1;51;Latihan 5 seni;28;3;76;76;2025-09-01 21:06:15;2025-09-01 21:06:15
2516213;1;3;1;3;44;1;51;Latihan 5 seni;28;3;80;80;2025-09-01 21:06:15;2025-09-01 21:06:15
2516214;1;3;1;3;45;1;51;Latihan 5 seni;28;3;87;87;2025-09-01 21:06:15;2025-09-01 21:06:15
2516215;1;3;1;3;46;1;51;Latihan 5 seni;28;3;93;93;2025-09-01 21:06:15;2025-09-01 21:06:15
2516216;1;3;1;3;47;1;51;Latihan 5 seni;28;3;47;47;2025-09-01 21:06:15;2025-09-01 21:06:15
2516217;1;3;1;3;48;1;51;Latihan 5 seni;28;3;99;99;2025-09-01 21:06:15;2025-09-01 21:06:15
2516218;1;3;1;3;49;1;51;Latihan 5 seni;28;3;41;41;2025-09-01 21:06:15;2025-09-01 21:06:15
2516219;1;3;1;3;50;1;51;Latihan 5 seni;28;3;77;77;2025-09-01 21:06:15;2025-09-01 21:06:15
2516220;1;3;1;3;51;1;51;Latihan 5 seni;28;3;41;41;2025-09-01 21:06:15;2025-09-01 21:06:15
2516221;1;3;1;3;52;1;51;Latihan 5 seni;28;3;61;61;2025-09-01 21:06:15;2025-09-01 21:06:15
2516222;1;3;1;3;53;1;51;Latihan 5 seni;28;3;85;85;2025-09-01 21:06:15;2025-09-01 21:06:15
2516223;1;3;1;3;54;1;51;Latihan 5 seni;28;3;76;76;2025-09-01 21:06:15;2025-09-01 21:06:15
2516224;1;3;1;3;55;1;51;Latihan 5 seni;28;3;78;78;2025-09-01 21:06:15;2025-09-01 21:06:15
2516225;1;3;1;3;56;1;51;Latihan 5 seni;28;3;66;66;2025-09-01 21:06:15;2025-09-01 21:06:15
2516226;1;3;1;3;57;1;51;Latihan 5 seni;28;3;51;51;2025-09-01 21:06:15;2025-09-01 21:06:15
2516227;1;3;1;3;58;1;51;Latihan 5 seni;28;3;63;63;2025-09-01 21:06:15;2025-09-01 21:06:15
2516228;1;3;1;3;59;1;51;Latihan 5 seni;28;3;63;63;2025-09-01 21:06:15;2025-09-01 21:06:15
2516229;1;3;1;3;60;1;51;Latihan 5 seni;28;3;89;89;2025-09-01 21:06:15;2025-09-01 21:06:15
2516230;1;3;1;3;41;1;52;Latihan 6 seni;28;3;60;60;2025-09-01 21:06:15;2025-09-01 21:06:15
2516231;1;3;1;3;42;1;52;Latihan 6 seni;28;3;57;57;2025-09-01 21:06:15;2025-09-01 21:06:15
2516232;1;3;1;3;43;1;52;Latihan 6 seni;28;3;99;99;2025-09-01 21:06:15;2025-09-01 21:06:15
2516233;1;3;1;3;44;1;52;Latihan 6 seni;28;3;56;56;2025-09-01 21:06:15;2025-09-01 21:06:15
2516234;1;3;1;3;45;1;52;Latihan 6 seni;28;3;83;83;2025-09-01 21:06:15;2025-09-01 21:06:15
2516235;1;3;1;3;46;1;52;Latihan 6 seni;28;3;55;55;2025-09-01 21:06:15;2025-09-01 21:06:15
2516236;1;3;1;3;47;1;52;Latihan 6 seni;28;3;46;46;2025-09-01 21:06:15;2025-09-01 21:06:15
2516237;1;3;1;3;48;1;52;Latihan 6 seni;28;3;93;93;2025-09-01 21:06:15;2025-09-01 21:06:15
2516238;1;3;1;3;49;1;52;Latihan 6 seni;28;3;43;43;2025-09-01 21:06:15;2025-09-01 21:06:15
2516239;1;3;1;3;50;1;52;Latihan 6 seni;28;3;90;90;2025-09-01 21:06:15;2025-09-01 21:06:15
2516240;1;3;1;3;51;1;52;Latihan 6 seni;28;3;51;51;2025-09-01 21:06:15;2025-09-01 21:06:15
2516241;1;3;1;3;52;1;52;Latihan 6 seni;28;3;41;41;2025-09-01 21:06:15;2025-09-01 21:06:15
2516242;1;3;1;3;53;1;52;Latihan 6 seni;28;3;59;59;2025-09-01 21:06:15;2025-09-01 21:06:15
2516243;1;3;1;3;54;1;52;Latihan 6 seni;28;3;79;79;2025-09-01 21:06:15;2025-09-01 21:06:15
2516244;1;3;1;3;55;1;52;Latihan 6 seni;28;3;84;84;2025-09-01 21:06:15;2025-09-01 21:06:15
2516245;1;3;1;3;56;1;52;Latihan 6 seni;28;3;97;97;2025-09-01 21:06:15;2025-09-01 21:06:15
2516246;1;3;1;3;57;1;52;Latihan 6 seni;28;3;48;48;2025-09-01 21:06:15;2025-09-01 21:06:15
2516247;1;3;1;3;58;1;52;Latihan 6 seni;28;3;65;65;2025-09-01 21:06:15;2025-09-01 21:06:15
2516248;1;3;1;3;59;1;52;Latihan 6 seni;28;3;81;81;2025-09-01 21:06:15;2025-09-01 21:06:15
2516249;1;3;1;3;60;1;52;Latihan 6 seni;28;3;84;84;2025-09-01 21:06:15;2025-09-01 21:06:15
2516250;1;3;1;3;41;2;47;UTS seni;28;3;70;70;2025-09-01 21:03:09;2025-09-01 21:03:09
2516251;1;3;1;3;42;2;47;UTS seni;28;3;69;69;2025-09-01 21:03:08;2025-09-01 21:03:08
2516252;1;3;1;3;43;2;47;UTS seni;28;3;58;58;2025-09-01 21:03:08;2025-09-01 21:03:08
2516253;1;3;1;3;44;2;47;UTS seni;28;3;86;86;2025-09-01 21:03:09;2025-09-01 21:03:09
2516254;1;3;1;3;45;2;47;UTS seni;28;3;81;81;2025-09-01 21:03:09;2025-09-01 21:03:09
2516255;1;3;1;3;46;2;47;UTS seni;28;3;54;54;2025-09-01 21:03:09;2025-09-01 21:03:09
2516256;1;3;1;3;47;2;47;UTS seni;28;3;50;50;2025-09-01 21:03:09;2025-09-01 21:03:09
